mol,mol_atom_id,x,y,z
2,68,91.889,113.025,88.8584
2,69,95.6142,129.67407089942364,91.1356
2,70,91.7607,120.847,88.2781
2,71,92.412,119.211,88.2698
2,72,91.5439,122.72827089942365,89.2008
2,73,92.9076,123.64947089942365,88.5728
2,74,96.5467,128.93697089942364,92.8646
2,75,96.3175,127.45647089942364,93.791
2,76,91.3027,113.028,90.7928
2,77,91.3289,114.093,92.1955
2,78,91.47,115.087,82.9707
2,79,91.2181,110.206,83.9499
2,80,95.6668,129.33127089942366,84.7289
2,81,96.7574,133.55917089942363,87.0378
2,82,93.9223,120.561,88.5223
2,83,94.1315,121.465,89.095
2,84,94.243,120.968,87.1106
2,85,94.6265,120.068,86.6301
2,86,93.3527,121.283,86.5661
2,87,95.24,122.15,87.0255
2,88,94.6803,123.05937089942364,86.8063
2,89,95.7146,122.27747089942363,87.9985
2,90,96.31,122.001,85.9451
2,91,97.1729,121.511,86.3955
2,92,96.0308,121.435,85.0566
2,93,96.8749,123.26197089942364,85.2849
2,94,95.9913,123.84587089942364,85.0272
2,95,97.2821,123.99477089942364,85.9817
2,96,97.6458,123.21497089942363,84.5158
2,97,91.3027,124.59597089942363,89.7075
2,98,91.7312,125.55687089942364,89.9926
2,99,90.1726,124.31367089942364,90.7764
2,100,89.2582,124.17317089942364,90.1999
2,101,90.4191,123.36207089942364,91.2474
2,102,89.9393,125.41387089942364,91.8788
2,103,89.6331,126.31557089942365,91.3485
2,104,89.0952,125.07917089942364,92.4819
2,105,91.0765,125.73257089942365,92.891
2,106,91.5126,124.85927089942365,93.3761
2,107,91.8833,126.28177089942363,92.4057
2,108,90.6249,126.70387089942363,94.0172
2,109,91.4026,127.30427089942364,94.4893
2,110,89.9289,127.49657089942365,93.7429
2,111,90.1123,126.22847089942364,94.8535
2,112,94.7752,119.447,89.1789
2,113,94.7599,119.415,90.2683
2,114,94.5075,118.456,88.8123
2,115,96.3134,119.568,89.0203
2,116,96.8179,118.81,89.6191
2,117,96.585,119.412,87.9763
2,118,96.6139,120.498,89.5029
2,119,90.6161,125.11647089942363,88.4044
2,120,89.7856,125.77757089942364,88.6523
2,121,91.3844,125.71547089942365,87.9156
2,122,90.1689,124.16427089942364,87.3545
2,123,90.91,123.48517089942365,86.9329
2,124,89.3808,123.49037089942364,87.6903
2,125,89.6479,124.79287089942363,86.6323
2,126,94.6687,128.75037089942364,94.026
2,127,93.974,129.33187089942365,93.4199
2,128,94.1169,127.91417089942364,94.4555
2,129,95.0867,129.64007089942365,95.1109
2,130,95.79,129.15437089942364,95.7874
2,131,95.6269,130.41757089942365,94.5707
2,132,93.9656,130.22837089942365,95.9476
2,133,93.4462,131.02957089942365,95.4219
2,134,93.2483,129.42727089942363,96.1262
2,135,94.4501,130.90477089942362,97.2232
2,136,93.6345,130.99287089942365,97.9409
2,137,95.242,130.31827089942365,97.689
2,138,94.8823,132.39527089942365,97.1416
2,139,95.6691,132.56377089942364,96.4063
2,140,95.2795,132.66057089942365,98.1214
2,141,93.7458,133.29617089942366,96.8042
2,142,93.5844,133.16387089942364,95.7344
2,143,92.8166,133.04367089942363,97.3151
2,144,94.0625,134.76657089942364,97.0823
2,145,95.1209,134.99137089942366,96.9504
2,146,93.8012,134.98857089942365,98.117
2,147,93.2472,135.79137089942364,96.2516
2,148,93.3047,135.60777089942366,95.1787
2,149,92.1953,135.77377089942365,96.5367
2,150,93.7275,137.24657089942366,96.5348
2,151,94.7702,137.19467089942364,96.2216
2,152,93.7095,137.32327089942365,97.622
2,153,92.9244,138.34197089942364,95.8466
2,154,93.4196,139.31297089942365,95.8446
2,155,92.8446,138.00907089942365,94.8118
2,156,91.9654,138.43117089942365,96.3569
2,157,93.2528,113.333,91.4718
2,158,93.792,113.069,90.5621
2,159,93.9258,113.916,92.1006
2,160,93.1481,111.941,92.2114
2,161,92.9097,112.11,93.2615
2,162,92.312,111.405,91.7621
2,163,94.3414,111.004,92.0235
2,164,94.6306,110.95,90.974
2,165,95.2135,111.325,92.5933
2,166,93.9399,109.679,92.5581
2,167,94.7432,108.997,92.2791
2,168,93.0443,109.379,92.014
2,169,93.6861,109.709,94.0955
2,170,94.6031,109.934,94.6403
2,171,92.9374,110.446,94.3853
2,172,93.2208,108.322,94.5113
2,173,92.2871,108.28,93.9505
2,174,93.8594,107.513,94.1562
2,175,93.0215,108.395,96.0496
2,176,92.5989,107.433,96.3405
2,177,94.0131,108.472,96.4957
2,178,92.0878,109.509,96.6076
2,179,92.4823,110.499,96.3765
2,180,91.0663,109.461,96.2303
2,181,92.0858,109.396,98.1581
2,182,91.4591,108.531,98.3713
2,183,93.0686,109.211,98.5916
2,184,91.4542,110.559,98.8881
2,185,91.4553,110.505,99.9767
2,186,91.9343,111.445,98.4735
2,187,90.4251,110.639,98.5379
3,1,76.9333,107.299,62.6161
3,2,77.145,106.388,61.5549
3,3,78.0628,106.734,60.4518
3,4,78.9102,107.87,60.6326
3,5,78.6471,108.78,61.713
3,6,77.5591,108.526,62.6178
3,7,77.4716,109.468,63.5903
3,8,78.5419,110.7,63.1891
3,9,79.3402,109.88,61.9892
3,10,75.9379,106.788,63.3787
3,11,75.6944,105.499,62.9371
3,12,76.5214,105.194,61.8897
3,13,79.8429,107.835,59.6104
3,14,79.5612,106.758,58.7698
3,15,78.3726,106.179,59.1854
3,16,74.6773,104.803,63.6833
3,17,74.1791,105.571,64.7362
3,18,74.7891,107.271,64.6367
3,19,80.4517,106.524,57.7642
3,20,81.5867,107.338,57.9759
3,21,81.3209,108.513,59.1878
3,22,73.3825,104.796,65.6262
3,23,73.1483,103.471,65.0526
3,24,73.9673,103.265,63.5434
3,25,82.6164,107.013,57.0745
3,26,82.2565,105.961,56.2255
3,27,80.6321,105.478,56.4613
3,28,72.366,102.473,65.8137
3,29,71.9903,101.086,65.6602
3,30,83.1464,105.388,55.3084
3,31,83.2133,104.228,54.5203
3,32,76.8694,103.841,61.37
3,33,77.7187,105.015,58.3799
3,34,83.9873,107.582,57.2367
3,35,72.8977,105.271,66.9366
3,36,71.1858,100.296,66.6653
3,37,70.7806,99.0629,66.0072
3,38,71.3834,99.0167,64.7548
3,39,72.1571,100.285,64.4653
3,40,84.184,103.928,53.4622
3,41,83.707,102.632,52.8037
3,42,82.6233,102.148,53.4821
3,43,82.3325,103.025,54.6183
3,44,71.2075,97.9694,63.7803
3,45,70.4466,96.8921,64.1837
3,46,69.7678,96.947,65.4431
3,47,69.9956,97.9841,66.3712
3,48,81.9317,101.029,53.0861
3,49,82.3374,100.314,51.9632
3,50,83.4358,100.793,51.2321
3,51,84.1133,101.954,51.6296
3,52,72.5054,100.593,63.3199
3,53,81.4096,102.86,55.3905
3,54,69.0025,95.96,65.8083
3,55,70.2689,95.8284,63.3905
3,56,81.5977,99.2285,51.5722
3,57,83.6802,100.277,50.0679
3,58,70.853,100.622,67.9927
3,59,69.9406,99.8674,68.7625
3,60,69.2388,99.2775,69.4173
3,61,71.2414,101.836,68.7043
3,62,71.6238,102.83,69.259
3,63,85.3195,104.601,53.0944
3,64,85.7716,105.71,53.774
3,65,86.1364,106.679,54.2837
3,66,86.3405,104.09,52.2252
3,67,87.1457,103.564,51.551
3,68,72.0982,102.906,66.7699
3,69,83.7476,106.124,54.7886
3,70,77.6681,103.889,60.6299
3,71,75.9918,103.413,60.8858
3,72,76.7961,104.889,58.9464
3,73,78.2468,104.061,58.3866
3,74,83.9404,108.617,57.577
3,75,84.459,107.576,56.2541
3,76,73.2926,104.574,67.6764
3,77,71.821,105.114,66.8728
3,78,71.7444,97.983,62.8389
3,79,69.4535,97.972,67.3061
3,80,81.1427,100.661,53.7318
3,81,84.9809,102.196,51.032
3,82,77.5496,102.915,62.4461
3,83,76.908,102.834,63.3236
3,84,78.9137,103.476,62.8498
3,85,79.624,103.354,62.0321
3,86,78.7769,104.545,63.0157
3,87,79.4749,102.713,64.1407
3,88,78.7396,102.789,64.9417
3,89,79.6332,101.655,63.9327
3,90,80.7949,103.322,64.6427
3,91,81.5624,103.32,63.8687
3,92,80.6223,104.358,64.9371
3,93,81.3276,102.496,65.8976
3,94,82.1547,103.042,66.351
3,95,80.6351,102.402,66.734
3,96,81.6633,101.49,65.645
3,97,77.1707,105.631,56.9822
3,98,77.9898,106.232,56.5885
3,99,75.9178,106.539,57.2336
3,100,75.0364,105.904,57.3224
3,101,76.0613,107.045,58.1882
3,102,75.6036,107.583,56.1454
3,103,76.4837,108.225,56.1118
3,104,75.4621,107.159,55.1512
3,105,74.4253,108.529,56.4668
3,106,74.4776,108.747,57.5336
3,107,74.5058,109.474,55.9297
3,108,73.1159,107.914,56.0955
3,109,72.3957,108.697,56.3352
3,110,72.8805,107.835,55.0342
3,111,73.0425,106.938,56.5742
3,112,77.5212,101.487,61.898
3,113,77.9079,100.782,62.6343
3,114,76.5483,101.123,61.5675
3,115,78.5674,101.261,60.7222
3,116,78.4792,100.225,60.3941
3,117,78.4441,101.869,59.8259
3,118,79.6261,101.325,60.9736
3,119,76.9437,104.465,55.9148
3,120,76.463,104.927,55.0527
3,121,77.9781,104.252,55.6452
3,122,76.1229,103.269,56.3466
3,123,76.5247,103.002,57.324
3,124,75.1441,103.63,56.6619
3,125,76.0399,102.532,55.5475
3,126,84.721,106.664,58.2841
3,127,84.1701,106.487,59.2077
3,128,84.9461,105.695,57.8387
3,129,86.1223,107.193,58.7378
3,130,85.929,108.224,59.0314
3,131,86.4362,106.646,59.6273
3,132,87.2054,107.252,57.6823
3,133,87.2818,106.303,57.1514
3,134,87.0081,108.031,56.9457
3,135,88.5395,107.564,58.25
3,136,88.5409,108.555,58.7041
3,137,88.979,106.869,58.9655
3,138,89.6211,107.903,57.1605
3,139,89.3265,108.881,56.7791
3,140,89.5472,107.189,56.3401
3,141,91.0284,108.072,57.6494
3,142,91.105,108.992,58.2278
3,143,91.1801,107.236,58.3321
3,144,92.0415,108.237,56.4752
3,145,91.7348,109.14,55.9474
3,146,91.8687,107.389,55.8128
3,147,93.4771,108.201,56.9485
3,148,94.0748,108.37,56.0528
3,149,93.6315,109.048,57.6169
3,150,93.7636,106.855,57.7501
3,151,93.6566,106.116,56.9564
3,152,93.165,106.522,58.5982
3,153,95.2352,106.78,57.9981
3,154,95.4712,105.736,57.7931
3,155,95.852,107.383,57.3314
3,156,95.5192,106.959,59.035
3,157,73.04,106.616,67.4995
3,158,74.1012,106.764,67.6997
3,159,72.7677,107.254,66.6587
3,160,72.3006,106.883,68.8353
3,161,71.272,106.523,68.8412
3,162,72.8493,106.338,69.6031
3,163,72.4325,108.294,69.3662
3,164,73.4229,108.749,69.3596
3,165,71.7992,108.864,68.6867
3,166,71.8153,108.426,70.784
3,167,72.4518,107.872,71.4745
3,168,70.8292,107.962,70.7948
3,169,71.7528,109.907,71.3993
3,170,72.7467,110.353,71.3641
3,171,71.0667,110.581,70.886
3,172,71.2267,109.956,72.892
3,173,70.2449,109.505,73.0347
3,174,71.9293,109.44,73.5458
3,175,71.1246,111.406,73.4398
3,176,72.0786,111.931,73.3957
3,177,70.3912,112.0,72.8951
3,178,70.8228,111.364,74.9473
3,179,70.2985,110.441,75.1969
3,180,71.8091,111.322,75.4096
3,181,69.9525,112.549,75.4545
3,182,70.2279,112.784,76.4827
3,183,70.2645,113.384,74.8269
3,184,68.4705,112.596,75.365
3,185,68.1496,112.822,74.3482
3,186,68.0196,111.655,75.6794
3,187,68.0236,113.414,75.9299
4,1,115.263,111.753,88.5023
4,2,115.39,112.375,89.7663
4,3,115.398,113.814,89.8807
4,4,115.296,114.563,88.6833
4,5,115.229,113.933,87.3607
4,6,115.219,112.5,87.3063
4,7,115.26,112.014,86.105
4,8,114.96,113.276,85.0754
4,9,115.116,114.488,86.1928
4,10,115.463,110.381,88.5958
4,11,115.491,110.088,89.9523
4,12,115.401,111.274,90.6518
4,13,115.278,115.9,89.0322
4,14,115.443,116.007,90.4267
4,15,115.621,114.779,90.9095
4,16,115.65,108.688,90.2399
4,17,115.848,107.954,89.0475
4,18,115.764,108.949,87.5904
4,19,115.573,117.38,90.8928
4,20,115.337,118.264,89.8609
4,21,115.023,117.514,88.3664
4,22,116.013,106.563,89.2843
4,23,115.999,106.295,90.618
4,24,115.763,107.712,91.5842
4,25,115.483,119.596,90.2821
4,26,115.795,119.731,91.6725
4,27,115.926,118.185,92.4225
4,28,116.26,104.946,91.0796
4,29,116.485,104.368,92.3563
4,30,115.998,121.005,92.2886
4,31,115.886,121.438,93.5862
4,32,115.112,111.2,92.0781
4,33,115.901,114.618,92.3805
4,34,115.393,120.704,89.2671
4,35,116.035,105.632,88.0896
4,36,116.548,102.811,92.6771
4,37,116.72,102.643,94.1558
4,38,116.895,103.95,94.691
4,39,116.715,105.007,93.658
4,40,116.05,122.89097089942365,93.9458
4,41,115.861,122.86617089942365,95.4911
4,42,115.606,121.562,95.9112
4,43,115.439,120.672,94.7538
4,44,117.085,104.172,96.0351
4,45,117.224,103.068,96.8831
4,46,117.103,101.782,96.356
4,47,116.861,101.534,95.0416
4,48,115.366,121.28,97.2098
4,49,115.435,122.309,98.168
4,50,115.783,123.64487089942364,97.7225
4,51,115.936,123.95617089942364,96.3894
4,52,116.876,106.193,93.8084
4,53,115.174,119.501,94.8951
4,54,117.243,100.833,97.2413
4,55,117.659,103.308,98.0761
4,56,115.183,122.112,99.4182
4,57,115.847,124.61857089942364,98.6115
4,58,116.373,101.699,91.8652
4,59,116.672,100.321,92.1904
4,60,117.067,99.2708,92.4501
4,61,116.041,101.77,90.4963
4,62,115.828,101.747,89.3431
4,63,116.415,123.95667089942364,93.1354
4,64,116.754,123.94517089942364,91.7105
4,65,117.066,123.98357089942364,90.5694
4,66,116.734,125.25007089942363,93.6926
4,67,116.947,126.34347089942364,94.1202
4,68,116.071,104.224,90.2939
4,69,116.404,121.663,91.5294
4,70,115.813,111.856,92.5943
4,71,115.292,110.182,92.4229
4,72,115.485,113.715,92.8265
4,73,115.401,115.475,92.8338
4,74,114.836,121.532,89.7072
4,75,114.783,120.279,88.4703
4,76,115.781,106.163,87.1722
