mol,mol_atom_id,x,y,z
2,164,143.14807762189827,101.407,75.0932
2,165,144.04817762189828,100.092,75.8435
2,166,142.27497762189824,100.603,76.8239
2,167,142.99367762189826,100.933,77.5738
2,168,141.84967762189825,99.6583,77.1633
2,169,141.16747762189826,101.673,76.6786
2,170,140.50727762189825,101.542,75.8213
2,171,141.63107762189827,102.656,76.5953
2,172,140.09797762189828,101.626,77.7886
2,173,139.37247762189827,102.436,77.7115
2,174,140.64767762189825,101.759,78.7205
2,175,139.42707762189826,100.26,77.8827
2,176,140.15497762189827,99.5542,78.2822
2,177,139.21917762189827,99.9766,76.851
2,178,138.21007762189828,100.203,78.7497
2,179,137.62097762189825,101.096,78.5398
2,180,138.54307762189825,100.259,79.786
2,181,137.33027762189826,98.9653,78.6353
2,182,137.87167762189827,98.1923,79.1806
2,183,137.27367762189826,98.6586,77.5908
2,184,135.90357762189825,99.241,79.2535
2,185,135.32877762189827,98.3288,79.0934
2,186,135.33627762189826,100.032,78.7632
2,187,135.86897762189827,99.4405,80.3245
2,188,137.71397762189827,106.014,69.1768
2,189,138.66367762189827,105.582,69.493
2,190,137.63417762189826,107.006,69.6214
2,191,132.83297762189827,106.458,69.5901
2,192,131.90447762189825,106.41,70.1589
2,193,133.29177762189826,105.469,69.6173
3,1,121.15,108.809,102.044
3,2,119.797,108.873,101.697
3,3,119.382,108.078,100.51
3,4,120.352,107.171,99.9099
3,5,121.68,107.122,100.365
3,6,122.121,107.924,101.456
3,7,123.42877762189826,107.812,101.755
3,8,124.04617762189827,106.787,100.657
3,9,122.683,106.491,99.7098
3,10,121.385,109.628,103.083
3,11,120.206,110.21,103.435
3,12,119.183,109.837,102.516
3,13,119.811,106.577,98.7512
3,14,118.536,107.119,98.6243
3,15,118.26,107.967,99.6991
3,16,120.351,111.023,104.557
3,17,121.679,111.144,104.94
3,18,122.75437762189827,110.039,104.054
3,19,117.864,106.727,97.4914
3,20,118.647,105.926,96.657
3,21,120.242,105.574,97.4397
3,22,121.951,112.053,105.974
3,23,120.714,112.576,106.456
3,24,119.356,111.973,105.51
3,25,118.178,105.727,95.3749
3,26,116.94,106.375,95.2006
3,27,116.392,107.174,96.6686
3,28,120.716,113.564,107.442
3,29,119.894,114.487,108.05
3,30,116.238,106.434,93.98
3,31,115.464,107.337,93.2323
3,32,117.85,110.334,102.775
3,33,116.885,108.571,99.8217
3,34,118.88,105.055,94.1861
3,35,123.29717762189827,112.378,106.54
3,36,120.074,115.188,109.335
3,37,118.817,115.985,109.595
3,38,117.949,115.806,108.486
3,39,118.545,114.852,107.519
3,40,114.937,107.21,91.8449
3,41,114.205,108.485,91.4444
3,42,114.213,109.305,92.5742
3,43,115.016,108.678,93.6392
3,44,116.653,116.378,108.379
3,45,116.233,117.161,109.488
3,46,117.077,117.334,110.634
3,47,118.351,116.752,110.628
3,48,113.637,110.583,92.6023
3,49,113.168,111.043,91.4339
3,50,113.085,110.227,90.3008
3,51,113.587,108.915,90.2509
3,52,118.001,114.439,106.541
3,53,115.215,109.182,94.7271
3,54,116.709,118.091,111.659
3,55,115.076,117.837,109.436
3,56,112.651,112.314,91.3483
3,57,112.618,110.738,89.1656
3,58,121.157,115.202,110.189
3,59,121.285,116.012,111.343
3,60,121.482,116.552,112.347
3,61,122.382,114.618,109.917
3,62,123.50597762189827,114.216,109.63
3,63,115.071,106.101,90.981
3,64,115.834,104.904,91.2436
3,65,116.48,103.922,91.4353
3,66,114.617,106.037,89.6147
3,67,114.185,105.971,88.5115
3,68,121.499,113.321,108.145
3,69,116.48,105.553,93.4025
3,70,117.424,110.122,101.794
3,71,118.088,111.397,102.812
3,72,116.635,108.48,100.879
3,73,116.15,108.0,99.2545
3,74,119.952,105.185,94.3315
3,75,118.615,105.511,93.2322
3,76,123.34817762189826,113.387,106.949
3,77,124.04357762189827,112.302,105.749
3,78,115.933,116.202,107.588
3,79,118.938,116.869,111.528
3,80,113.868,111.134,93.5062
3,81,113.625,108.41,89.2962
3,82,116.251,110.486,103.373
3,83,116.022,111.053,102.47
3,84,114.883,109.613,103.319
3,85,114.98,108.698,102.734
3,86,114.084,110.208,102.877
3,87,114.397,108.997,104.642
3,88,114.494,109.715,105.456
3,89,115.069,108.165,104.85
3,90,112.954,108.582,104.456
3,91,112.875,107.793,103.708
3,92,112.263,109.377,104.175
3,93,112.454,107.922,105.686
3,94,112.971,106.965,105.759
3,95,111.386,107.72,105.604
3,96,112.479,108.581,106.554
3,97,115.44,110.668,99.4542
3,98,115.283,110.516,100.522
3,99,115.374,112.197,99.144
3,100,114.341,112.517,99.2776
3,101,115.622,112.304,98.0881
3,102,116.357,113.026,99.9546
3,103,117.337,112.98,99.4807
3,104,116.47,112.695,100.987
3,105,115.637,114.409,100.044
3,106,114.842,114.312,100.783
3,107,115.2,114.832,99.1388
3,108,116.734,115.365,100.533
3,109,117.123,115.023,101.492
3,110,116.326,116.359,100.716
3,111,117.524,115.28,99.7865
3,112,115.935,111.775,104.25
3,113,116.805,112.429,104.315
3,114,115.614,111.546,105.267
3,115,114.699,112.602,103.905
3,116,114.732,113.403,104.642
3,117,113.8,112.02,104.109
3,118,114.914,112.935,102.89
3,119,114.293,109.906,98.712
3,120,114.677,109.329,97.871
3,121,113.604,110.653,98.3168
3,122,113.463,109.084,99.6543
3,123,112.539,108.939,99.0951
3,124,113.268,109.388,100.682
3,125,113.753,108.068,99.9241
3,126,118.84,103.482,94.0265
3,127,117.85,103.173,93.6921
3,128,119.11,102.865,94.8839
3,129,119.838,103.009,92.8797
3,130,120.856,102.754,93.1731
3,131,119.895,103.796,92.1276
3,132,119.361,101.748,92.1264
3,133,118.283,101.837,91.9937
3,134,119.547,100.911,92.7997
3,135,120.076,101.633,90.7136
3,136,121.155,101.49,90.7809
3,137,119.896,102.57,90.1864
3,138,119.459,100.565,89.7387
3,139,119.762,100.821,88.7236
3,140,118.37,100.607,89.7819
3,141,120.048,99.2166,90.0651
3,142,119.54,99.0081,91.0062
3,143,121.104,99.3783,90.2855
3,144,119.926,98.0982,89.0264
3,145,120.538,98.3542,88.1615
3,146,118.907,97.9321,88.6764
3,147,120.405,96.7674,89.6831
3,148,119.794,96.6186,90.5731
3,149,121.44,96.8841,90.0053
3,150,120.241,95.5809,88.6669
3,151,119.176,95.543,88.4364
3,152,120.534,94.6029,89.0485
3,153,121.052,95.7538,87.3836
3,154,121.154,94.8785,86.7419
3,155,122.08,95.8756,87.7268
3,156,120.908,96.6845,86.8351
3,157,123.85447762189827,111.447,107.637
3,158,123.81307762189826,110.423,107.267
3,159,123.15547762189826,111.529,108.47
3,160,125.27857762189826,111.743,108.208
3,161,125.52397762189827,112.792,108.376
3,162,125.99877762189826,111.343,107.495
3,163,125.37207762189826,111.029,109.559
3,164,125.08667762189826,109.993,109.378
3,165,124.65067762189827,111.457,110.256
3,166,126.73217762189826,111.055,110.155
3,167,127.11387762189827,112.028,109.845
3,168,127.32577762189825,110.289,109.656
3,169,126.83827762189827,110.865,111.712
3,170,126.32127762189826,109.924,111.898
3,171,126.30427762189827,111.651,112.247
3,172,128.30367762189826,110.731,112.17
3,173,128.77757762189827,111.61,111.733
3,174,128.78217762189826,109.849,111.745
3,175,128.33287762189826,110.725,113.687
3,176,127.85647762189826,109.781,113.951
3,177,127.78337762189827,111.525,114.183
3,178,129.79117762189827,110.662,114.227
3,179,130.49927762189827,111.237,113.63
3,180,130.01557762189827,109.605,114.084
3,181,129.96467762189826,111.024,115.659
3,182,130.46397762189827,110.217,116.195
3,183,129.08417762189828,111.311,116.234
3,184,130.91017762189827,112.195,115.842
3,185,131.89707762189826,111.91,115.477
3,186,130.99527762189825,112.426,116.903
3,187,130.48747762189828,112.998,115.238
3,188,117.24,109.64,104.064
3,189,117.789,109.893,104.971
3,190,117.415,108.585,103.852
3,191,116.805,110.03,99.2362
3,192,116.815,109.894,98.1548
3,193,117.691,110.604,99.5083
4,1,116.436,123.48117762189827,83.7164
4,2,115.587,123.10557762189826,82.5821
4,3,115.853,121.827,81.8615
4,4,116.887,120.929,82.3991
4,5,117.663,121.239,83.5077
4,6,117.424,122.521,84.1902
4,7,118.284,122.74987762189826,85.2158
4,8,119.297,121.398,85.2218
4,9,118.632,120.451,84.0313
4,10,116.121,124.68347762189826,84.2295
4,11,115.124,125.22077762189826,83.4306
4,12,114.79,124.23947762189826,82.423
4,13,116.947,119.753,81.7152
4,14,116.103,119.921,80.6253
4,15,115.423,121.148,80.7508
4,16,114.662,126.46247762189826,83.8037
4,17,115.492,127.00997762189826,84.887
4,18,116.701,125.83287762189826,85.3959
4,19,116.109,118.794,79.7061
4,20,117.121,117.86,80.1283
4,21,117.985,118.366,81.6024
4,22,115.189,128.33867762189826,85.2694
4,23,114.187,128.81787762189828,84.3885
4,24,113.58,127.58847762189826,83.1927
4,25,117.059,116.697,79.3958
4,26,116.047,116.755,78.3776
4,27,115.222,118.305,78.2897
4,28,113.757,130.15897762189826,84.4268
4,29,113.062,131.06677762189827,83.646
4,30,115.887,115.699,77.412
4,31,115.468,115.468,76.1195
4,32,113.605,124.47117762189826,81.5331
4,33,114.591,121.472,79.576
4,34,118.23,115.659,79.3863
4,35,115.813,129.17467762189827,86.4402
4,36,112.829,132.48887762189827,84.0042
4,37,111.943,133.01237762189825,82.8534
4,38,111.876,132.06697762189827,81.8238
4,39,112.582,130.83637762189827,82.2215
4,40,115.355,114.13,75.4304
4,41,114.996,114.29,74.0524
